student,semester,course,period
33915,Fall,History 300,M3
33915,Fall,Math 243,M1
33915,Fall,Physics 215,T3
33915,Fall,PolSci 211,M4
33915,Winter,PhyEd 700W,T1
33915,Spring,PhyEd 700S,T3
33916,Fall,English 211,T3
33916,Spring,Chem 200,T3
33916,Spring,Law 220,M1
33916,Fall,Math 300,T4
33916,Spring,Philos 310,M3
33916,Winter,EngrMech 220,T4
33916,Fall,History 300,M1
33916,Fall,MSS 251,M3
33916,Winter,Physics 110,M1
33916,Winter,PolSci 211,T2
33916,Fall,PhyEd 714F,M4
33916,Winter,PhyEd 714W,M4
33916,Spring,PhyEd 714S,M4
33916,Fall,PhyEd 715F,T1
33916,Winter,PhyEd 715W,T1
33916,Spring,PhyEd 715S,T1
32102,Fall,AeroEngr 315,T1
32102,Winter,BehSci 352,T1
32102,Winter,History 300,T3
32102,Spring,OpsRsch 310,T3
32102,Fall,PolSci 211,M3
32102,Fall,BehSci 332,T4
32102,Winter,BehSci 358,T2
32102,Winter,BehSci 364,M3
32102,Spring,Biology 215,M1
32102,Spring,ECE 315,M3
32102,Winter,MSS 451,M1
32102,Fall,Space 473,M1
32102,Fall,PhyEd 700F,M4
32102,Spring,PhyEd 700S,T2
32140,Spring,AeroEngr 315,M3
32140,Winter,Chinese 431,M3
32140,Winter,Econ 374,M2
32140,Fall,Geo 310,M4
32140,Spring,PolSci 394,M2
32140,Fall,PhyEd 700F,T3
32140,Winter,PhyEd 700W,T3
33917,Fall,Chem 200,M3
33917,Winter,EngrMech 220,T3
33917,Spring,History 300,M1
33917,Spring,Law 220,T1
33917,Winter,OpsRsch 310,T4
33917,Fall,PolSci 211,T4
33917,Spring,Biology 215,T3
33917,Winter,English 211,M1
33917,Winter,MSS 251,T1
33917,Fall,Physics 110,T1
33917,Winter,PhyEd 700W,M3
33917,Spring,PhyEd 700S,T2
35097,Winter,Chem 200,T3
35097,Spring,Econ 201,M1
35097,Spring,English 111,T4
35097,Fall,Math 142,T4
35097,Winter,PolSci 211,M2
35097,Fall,Chem 100,M1
35097,Fall,CompSci 110,M3
35097,Winter,History 100,M3
35097,Winter,Math 141,M4
35097,Fall,PhyEd 700F,T3
35097,Spring,PhyEd 700S,T2
32546,Spring,Engr 342,M1
32546,,EngrMech 340,
32546,Winter,MechEngr 325,T2
32546,,MechEngr 341,
32546,Spring,MechEngr 370,M3
32546,Spring,SocSci 467,T3
32546,Winter,AeroEngr 315,T4
32546,Winter,Biology 215,M1
32546,Fall,Engr 341,T1
32546,Fall,EngrMech 305,M2
32546,Fall,MechEngr 312,M3
32546,Fall,Philos 310,T3
32546,Spring,Physics 450,T2
32546,Fall,PhyEd 700F,T2
32546,Winter,PhyEd 700W,M2
35098,Spring,CompSci 110,T1
35098,Fall,EngrMech 220,M4
35098,Winter,Math 245,T4
35098,Spring,Physics 215,M3
35098,Fall,Spanish 132,M3
35098,Winter,English 111,M1
35098,Fall,History 100,T2
35098,Winter,Math 253,T3
35098,Fall,Physics 110,M1
35098,Winter,Spanish 131,T2
35098,Winter,PhyEd 700W,M2
35098,Spring,PhyEd 700S,M2
32844,Fall,AeroEngr 315,T1
32844,Fall,Math 300,M2
32844,Winter,Mgt 337,M1
32844,Spring,Mgt 342,M2
32844,Spring,Mgt 375,T2
32844,Spring,ECE 315,M3
32844,Fall,Mgt 303,T3
32844,Fall,Mgt 341,M3
32844,Winter,Mgt 345,T3
32844,Winter,Mgt 382,T1
32844,Fall,PhyEd 714F,M4
32844,Winter,PhyEd 714W,M4
32844,Spring,PhyEd 714S,M4
32844,Fall,PhyEd 718F,T4
32844,Winter,PhyEd 718W,T4
32844,Spring,PhyEd 718S,T4
35380,Winter,Chem 100,M3
35380,Winter,Law 220,T3
35380,Winter,Math 142,T1
35380,Fall,Physics 110,M3
35380,Spring,Spanish 132,M3
35380,Winter,BehSci 110,T4
35380,Fall,CompSci 110,M1
35380,Fall,English 111,T2
35380,Spring,History 100,T4
35380,Spring,Math 141,M2
35380,Fall,PhyEd 700F,T3
35380,Spring,PhyEd 700S,M1
33918,Fall,Chinese 222,T3
33918,Fall,Econ 201,T4
33918,Winter,Law 220,M3
33918,Spring,MSS 251,M3
33918,Winter,SocSci 212,T4
33918,Winter,Chinese 221,M2
33918,Spring,English 211,M2
33918,Spring,EngrMech 220,M1
33918,Fall,Physics 110,T1
33918,Winter,PolSci 211,T1
33918,Fall,PhyEd 700F,M2
33918,Winter,PhyEd 700W,M1
32103,Winter,AeroEngr 315,T4
32103,Winter,Mgt 337,T2
32103,Spring,Mgt 342,T3
32103,Spring,Mgt 375,M1
32103,Winter,Philos 310,M1
32103,Fall,Biology 215,T3
32103,Fall,EngrMech 220,M1
32103,Spring,History 300,T1
32103,Fall,Mgt 303,M3
32103,Fall,Mgt 341,T1
32103,Winter,Mgt 345,T3
32103,Winter,PhyEd 700W,T1
32103,Spring,PhyEd 700S,T2
32104,Winter,AeroEngr 315,M1
32104,Winter,Arabic 322,T2
32104,Winter,BehSci 352,M3
32104,Spring,BehSci 390,M3
32104,Spring,Law 220,M1
32104,Winter,Meteor 320,M2
32104,Fall,Arabic 321,T2
32104,Fall,BehSci 330,T4
32104,Fall,BehSci 332,T1
32104,Spring,Biology 215,T3
32104,Fall,ECE 315,M2
32104,Winter,History 300,M4
32104,Fall,PhyEd 700F,T3
32104,Spring,PhyEd 700S,T2
32141,Fall,AstroEngr 310,T1
32141,Winter,English 344,T2
32141,Winter,English 380,M2
32141,Spring,English 390,T3
32141,Spring,English 495,M2
32141,Winter,Math 300,T4
32141,Winter,AeroEngr 315,M1
32141,Spring,Biology 215,M3
32141,Fall,English 342,T2
32141,Fall,English 343,T3
32141,Fall,English 366,M3
32141,Spring,History 300,T1
32141,Fall,PhyEd 700F,M4
32141,Winter,PhyEd 700W,M4
33919,Fall,Biology 330,M1
33919,Winter,Biology 332,M2
33919,Spring,Chem 230,T2
33919,Winter,Law 220,T1
33919,Spring,MSS 251,M1
33919,Fall,Biology 215,T1
33919,Winter,Chem 200,M1
33919,Fall,Econ 201,T4
33919,Spring,English 211,M4
33919,Winter,EngrMech 220,M4
33919,Fall,PolSci 211,M4
33919,Winter,PhyEd 700W,M3
33919,Spring,PhyEd 700S,M2
35381,Winter,BehSci 110,T4
35381,Winter,English 111,M2
35381,Spring,Math 142,T1
35381,Spring,Physics 110,T3
35381,Winter,Spanish 410,T3
35381,Fall,Chem 100,M1
35381,Spring,CompSci 110,M4
35381,Fall,History 100,M4
35381,Fall,Math 141,T3
35381,Winter,ReadStrat 103,M1
35381,Winter,Spanish 365FR,T2
35381,Fall,PhyEd 700F,T2
35381,Spring,PhyEd 700S,M2
32547,Spring,Biology 331,T1
32547,Fall,Biology 360,T2
32547,Spring,Chem 234,M2
32547,Winter,Chem 243,M1
32547,Spring,ECE 315,M1
32547,Spring,AeroEngr 315,M3
32547,Fall,Biology 363,M1
32547,Winter,Biology 380,M3
32547,Fall,Chem 233,M3
32547,Winter,Geo 310,T1
32547,Winter,Philos 310,T2
32547,Fall,PhyEd 714F,M4
32547,Winter,PhyEd 714W,M4
32547,Spring,PhyEd 714S,M4
32547,Fall,PhyEd 718F,T4
32547,Winter,PhyEd 718W,T4
32547,Spring,PhyEd 718S,T4
32105,,CompSci 483,
32105,Winter,CompSci 495,T2
32105,Fall,French 222,M3
32105,Fall,Japanese 322,T2
32105,Fall,Math 356,M2
32105,Winter,UAS 400,T3
32105,Spring,Biology 215,T3
32105,Spring,CompSci 431,M2
32105,Spring,CompSci 467,M3
32105,,CompSci 495,
32105,Winter,ECE 382,M3
32105,Fall,French 221,T3
32105,Winter,Japanese 321,M2
32105,Fall,PhyEd 700F,M1
32105,Winter,PhyEd 700W,T1
32142,Winter,AstroEngr 310,M2
32142,Fall,ECE 315,T1
32142,Winter,Law 221,M3
32142,Fall,Law 321,T2
32142,Winter,Law 331,T2
32142,Spring,Law 351,M2
32142,Spring,Law 363,T3
32142,Winter,Math 300,M1
32142,Spring,Philos 310,M3
32142,Fall,SocSci 483,M3
32142,Fall,PhyEd 714F,M4
32142,Winter,PhyEd 714W,M4
32142,Spring,PhyEd 714S,M4
32142,Fall,PhyEd 718F,T4
32142,Winter,PhyEd 718W,T4
32142,Spring,PhyEd 718S,T4
32106,Winter,AeroEngr 315,M1
32106,Spring,BehSci 335,T1
32106,Winter,BehSci 352,T2
32106,Fall,English 411,M2
32106,Fall,Philos 310,T1
32106,Fall,BehSci 332,M3
32106,Winter,BehSci 364,M2
32106,Spring,Biology 215,M3
32106,Winter,ECE 315,M3
32106,Fall,History 300,T3
32106,Fall,PhyEd 714F,M4
32106,Winter,PhyEd 714W,M4
32106,Spring,PhyEd 714S,M4
32106,Fall,PhyEd 718F,T4
32106,Winter,PhyEd 718W,T4
32106,Spring,PhyEd 718S,T4
34224,Fall,English 211,M2
34224,Spring,ECE 315,M3
34224,Spring,Math 300,T2
34224,Fall,MSS 251,T3
34224,Spring,OpsRsch 310,M1
34224,Winter,Chem 200,T3
34224,Spring,Econ 201,M2
34224,Fall,EngrMech 220,T2
34224,Winter,Law 220,M2
34224,Winter,PolSci 211,T1
34224,Fall,PhyEd 714F,M4
34224,Winter,PhyEd 714W,M4
34224,Spring,PhyEd 714S,M4
34224,Fall,PhyEd 718F,T4
34224,Winter,PhyEd 718W,T4
34224,Spring,PhyEd 718S,T4
35099,Fall,AeroEngr 210,M3
35099,Spring,BehSci 110,M4
35099,Fall,CompSci 206,M2
35099,Fall,Econ 201,T1
35099,Winter,EngrMech 220,M1
35099,Spring,Law 220,M1
35099,Winter,Math 245,T2
35099,Spring,Chem 200,T3
35099,Winter,CompSci 110,M2
35099,Winter,English 111,M4
35099,Fall,History 100,T4
35099,Winter,Math 253,T4
35099,Fall,ReadStrat 103,M4
35099,Winter,PhyEd 700W,T3
35099,Spring,PhyEd 700S,T1
33921,Fall,English 211,T4
33921,Winter,CompSci 212,M3
33921,Spring,Law 220,M3
33921,Spring,Math 344,M2
33921,Fall,MSS 251,T1
33921,Spring,OpsRsch 310,T4
33921,Winter,Econ 201,T1
33921,Spring,EngrMech 220,T2
33921,Fall,Math 243,M2
33921,Winter,Physics 215,M1
33921,Winter,PolSci 211,T4
33921,Fall,PhyEd 700F,M1
33921,Spring,PhyEd 700S,T1
33922,Spring,Arabic 222,T2
33922,Fall,Biology 363,M1
33922,Fall,Chem 234,M2
33922,Winter,Chem 243,T1
33922,Spring,Law 220,T1
33922,Spring,Arabic 221,M2
33922,Winter,Biology 330,M3
33922,Winter,Chem 233,M2
33922,Fall,Econ 201,T2
33922,Spring,EngrMech 220,M3
33922,Spring,PolSci 211,T3
33922,Fall,PhyEd 700F,T1
33922,Winter,PhyEd 700W,T3
35328,Winter,BehSci 110,M4
35328,Fall,Chem 200,M1
35328,Winter,Chinese 410,T3
35328,Spring,CompSci 110,T4
35328,Fall,Math 142,T4
35328,Spring,Physics 110,M1
35328,Fall,ReadStrat 103,M4
35328,Winter,Chem 100,M1
35328,Fall,Chinese 321,T3
35328,Fall,English 111,T1
35328,Spring,History 100,M4
35328,Winter,Math 141,T4
35328,Winter,PhyEd 700W,M2
35328,Spring,PhyEd 700S,T3
35100,Fall,Chem 100,M3
35100,Fall,English 111,T4
35100,Spring,Math 142,T4
35100,Winter,Physics 110,M3
35100,Spring,Spanish 132,T2
35100,Fall,BehSci 110,M1
35100,Winter,CompSci 110,T3
35100,Winter,History 100,T2
35100,Spring,Math 141,M1
35100,Spring,Spanish 131,M3
35100,Fall,PhyEd 714F,M4
35100,Winter,PhyEd 714W,M4
35100,Spring,PhyEd 714S,M4
35100,Fall,PhyEd 715F,T1
35100,Winter,PhyEd 715W,T1
35100,Spring,PhyEd 715S,T1
32143,Winter,AeroEngr 315,T2
32143,Spring,Biology 215,T3
32143,Winter,Mgt 337,M2
32143,Spring,Mgt 342,M2
32143,Spring,Mgt 375,M3
32143,Fall,ECE 315,M1
32143,Fall,Mgt 303,T3
32143,Fall,Mgt 341,M2
32143,Winter,Mgt 345,M1
32143,Winter,Mgt 382,T1
32143,Fall,PhyEd 714F,M4
32143,Winter,PhyEd 714W,M4
32143,Spring,PhyEd 714S,M4
32143,Fall,PhyEd 718F,T4
32143,Winter,PhyEd 718W,T4
32143,Spring,PhyEd 718S,T4
34065,Winter,ECE 315,M3
34065,Fall,History 300,M3
34065,Fall,MSS 251,M1
34065,Winter,OpsRsch 310,M2
34065,Winter,SocSci 311,T1
34065,Spring,Chem 200,T3
34065,Winter,CompSci 210,T3
34065,Spring,English 211,T2
34065,Spring,Law 220,M1
34065,Fall,Philos 310,T3
34065,Winter,PolSci 211,M1
34065,Fall,PhyEd 700F,T2
34065,Spring,PhyEd 700S,T4
32641,Winter,AeroEngr 342,T3
32641,Winter,AeroEngr 352,M2
32641,Spring,AeroEngr 361,M3
32641,Fall,AeroEngr 471,T1
32641,Spring,Biology 215,M1
32641,Fall,AeroEngr 341,M3
32641,Winter,AeroEngr 351,T1
32641,Fall,EngrMech 320,T3
32641,Spring,EngrMech 330,T3
32641,Spring,Math 356,T4
32641,Fall,PhyEd 700F,M2
32641,Winter,PhyEd 700W,M3
32548,Winter,Biology 215,T1
32548,Winter,ECE 315,M1
32548,Spring,Econ 356,T2
32548,Spring,Econ 365,M2
32548,Winter,Econ 440,T3
32548,Spring,AeroEngr 315,T1
32548,Fall,Econ 333,M1
32548,Fall,Econ 355,T2
32548,Fall,Math 356,T3
32548,Fall,Philos 310,T1
32548,Fall,PhyEd 714F,M4
32548,Winter,PhyEd 714W,M4
32548,Spring,PhyEd 714S,M4
32548,Fall,PhyEd 718F,T4
32548,Winter,PhyEd 718W,T4
32548,Spring,PhyEd 718S,T4
35101,Spring,Chinese 132,M2
35101,Fall,CompSci 110,M2
35101,Spring,English 111,T4
35101,Fall,Physics 110,T3
35101,Winter,PolSci 211,M4
35101,Fall,BehSci 110,T2
35101,Winter,Chem 100,T1
35101,Fall,Chinese 131,T1
35101,Winter,History 100,M2
35101,Spring,Math 152,T3
35101,Winter,PhyEd 700W,M3
35101,Spring,PhyEd 700S,T2
33923,Winter,English 211,M3
33923,Winter,English 380,M2
33923,Fall,Math 300,M2
33923,Spring,MSS 251,M1
33923,Winter,SocSci 212,T4
33923,Winter,CompSci 210,T1
33923,Spring,Econ 201,M3
33923,Winter,Law 220,M1
33923,Fall,Physics 215,T1
33923,Fall,PolSci 211,M1
33923,Fall,PhyEd 700F,M3
33923,Spring,PhyEd 700S,T3
35692,Spring,CompSci 110,T2
35692,Winter,English 111,T3
35692,Winter,Math 243,T2
35692,Winter,Physics 110,M3
35692,Fall,Spanish 132,T3
35692,Spring,BehSci 110,T3
35692,Fall,Chem 100,T1
35692,Fall,History 100,M1
35692,Spring,Math 152,T1
35692,Spring,Spanish 131,M3
35692,Fall,PhyEd 714F,M4
35692,Winter,PhyEd 714W,M4
35692,Spring,PhyEd 714S,M4
35692,Fall,PhyEd 718F,T4
35692,Winter,PhyEd 718W,T4
35692,Spring,PhyEd 718S,T4
33924,Fall,Biology 332,T3
33924,Winter,Biology 380,M2
33924,Spring,Chem 230,M1
33924,Spring,CivEngr 356,M2
33924,Fall,History 300,T4
33924,Spring,Biology 215,M3
33924,Fall,English 211,T2
33924,Spring,EngrMech 220,T2
33924,Fall,Law 220,M2
33924,Winter,MSS 251,T3
33924,Winter,PolSci 211,T2
33924,Fall,PhyEd 700F,M3
33924,Winter,PhyEd 700W,M3
35102,Fall,CompSci 110,T4
35102,Winter,EngrMech 220,T3
35102,Fall,Japanese 132,M4
35102,Winter,Math 142,T4
35102,Fall,Physics 110,M3
35102,Winter,Chem 200,M3
35102,Fall,English 111,M1
35102,Spring,History 100,T3
35102,Spring,Japanese 131,M2
35102,Spring,Math 141,M1
35102,Winter,PhyEd 700W,M1
35102,Spring,PhyEd 700S,T4
35447,Spring,Chem 100,T3
35447,Winter,Law 220,M1
35447,Fall,Math 142,M2
35447,Winter,Physics 110,T3
35447,Spring,BehSci 110,T2
35447,Fall,CompSci 110,M3
35447,Winter,English 111,M2
35447,Fall,History 100,M1
35447,Fall,Math 141,T1
35447,Fall,PhyEd 714F,M4
35447,Winter,PhyEd 714W,M4
35447,Spring,PhyEd 714S,M4
35447,Fall,PhyEd 718F,T4
35447,Winter,PhyEd 718W,T4
35447,Spring,PhyEd 718S,T4
35103,Fall,CompSci 110,T1
35103,Winter,Econ 201,M1
35103,Fall,English 111,M1
35103,Fall,Math 142,M3
35103,Winter,Physics 110,T1
35103,Winter,BehSci 110,M3
35103,Spring,Chem 100,T1
35103,Fall,History 100,M4
35103,Spring,Math 141,T3
35103,Fall,PhyEd 700F,M2
35103,Spring,PhyEd 700S,M3
32491,Winter,AstroEngr 310,M4
32491,Spring,Geo 340,M3
32491,Spring,Geo 353,T3
32491,Spring,Geo 482,T1
32491,Winter,SocSci 412,M3
32491,Fall,AeroEngr 315,M1
32491,Fall,Geo 351,T2
32491,Winter,Geo 382,T3
32491,Fall,Math 300,T4
32491,Winter,Meteor 320,M2
32491,Fall,PhyEd 700F,T3
32491,Winter,PhyEd 700W,T4
35693,Spring,CompSci 110,T3
35693,Winter,English 111,T3
35693,Spring,Math 142,M2
35693,Winter,Physics 110,M1
35693,Spring,Portuguese 132,M1
35693,Fall,BehSci 110,T1
35693,Fall,Chem 100,T3
35693,Winter,History 100,T2
35693,Spring,Math 141,M3
35693,Fall,Portuguese 131,M1
35693,Fall,PhyEd 714F,M4
35693,Winter,PhyEd 714W,M4
35693,Spring,PhyEd 714S,M4
35693,Fall,PhyEd 718F,T4
35693,Winter,PhyEd 718W,T4
35693,Spring,PhyEd 718S,T4
33927,Spring,CompSci 220,M3
33927,Winter,CompSci 351,M2
33927,Fall,Law 220,M1
33927,Winter,Math 340,T1
33927,Fall,MSS 251,M3
33927,Spring,Physics 215,T3
33927,Winter,CompSci 210,T3
33927,Spring,English 211,T2
33927,Spring,EngrMech 220,T1
33927,Fall,Physics 110,T3
33927,Fall,PolSci 211,T1
33927,Winter,PhyEd 700W,T2
33927,Spring,PhyEd 700S,M2
32659,Fall,AstroEngr 310,T1
32659,Spring,Biology 215,M3
32659,Fall,History 300,T2
32659,Winter,Mgt 337,T1
32659,Spring,Mgt 342,T1
32659,Spring,Mgt 375,T3
32659,Winter,AeroEngr 315,M2
32659,Fall,Mgt 303,T3
32659,Fall,Mgt 341,M1
32659,Winter,Mgt 345,M1
32659,Winter,Mgt 382,M3
32659,Fall,PhyEd 714F,M4
32659,Winter,PhyEd 714W,M4
32659,Spring,PhyEd 714S,M4
32659,Fall,PhyEd 718F,T4
32659,Winter,PhyEd 718W,T4
32659,Spring,PhyEd 718S,T4
32108,Winter,AstroEngr 321,T2
32108,Spring,Engr 342,M1
32108,Winter,EngrMech 330,M4
32108,Fall,MSS 451,M1
32108,Spring,Philos 402,T2
32108,Fall,PolSci 211,M3
32108,Winter,AstroEngr 331,M1
32108,Spring,AstroEngr 351,M3
32108,Fall,Engr 341,M2
32108,Winter,Philos 391,T3
32108,,PolSci 301,
32108,Fall,PhyEd 700F,T4
32108,Spring,PhyEd 700S,T1
33929,Spring,English 211,M4
33929,Fall,EngrMech 220,M2
33929,Spring,German 222,T2
33929,Spring,MSS 251,M1
33929,Winter,SocSci 212,T2
33929,Winter,Chem 200,M1
33929,Fall,Econ 201,T4
33929,Fall,German 221,T1
33929,Spring,Law 220,T3
33929,Winter,PolSci 211,M3
33929,Fall,PhyEd 700F,T2
33929,Winter,PhyEd 700W,T3
33930,Fall,English 211,M2
33930,Spring,EngrMech 220,M2
33930,Fall,Geo 310,M1
33930,Spring,MSS 251,T3
33930,Fall,Philos 310,T2
33930,Fall,Chem 200,M3
33930,Winter,Chem 233,M2
33930,Winter,Econ 201,M4
33930,Spring,Law 220,T1
33930,Winter,Math 243,T2
33930,Fall,PolSci 211,T4
33930,Winter,PhyEd 700W,T3
33930,Spring,PhyEd 700S,M1
33931,Spring,Biology 215,M1
33931,Spring,Econ 201,M3
33931,Fall,Law 220,T1
33931,Winter,Math 300,M1
33931,Winter,MSS 251,M3
33931,Winter,English 211,M2
33931,Fall,EngrMech 220,T4
33931,Winter,History 300,T4
33931,Winter,OpsRsch 310,T1
33931,Fall,Physics 215,M3
33931,Fall,PolSci 211,M2
33931,Fall,PhyEd 700F,M1
33931,Spring,PhyEd 700S,T2
35104,Spring,English 111,M3
35104,Fall,EngrMech 220,T1
35104,Spring,German 132,M4
35104,Winter,Math 142,T2
35104,Winter,Physics 110,M1
35104,Fall,Chem 100,M1
35104,Spring,CompSci 110,T1
35104,Spring,German 131,M1
35104,Spring,History 100,T4
35104,Winter,Math 141,M4
35104,Fall,ReadStrat 103,M3
35104,Fall,PhyEd 700F,T3
35104,Winter,PhyEd 700W,M3
32549,Fall,Biology 215,M3
32549,Winter,CompSci 362,M2
32549,Spring,Econ 365,M1
32549,Spring,Math 378,T3
32549,Spring,OpsRsch 312,M2
32549,Fall,ECE 315,M1
32549,Winter,Math 377,M3
32549,Winter,MSS 251,T3
32549,Fall,OpsRsch 311,T2
32549,Fall,OpsRsch 331,T3
32549,Winter,PhyEd 700W,M4
32549,Spring,PhyEd 700S,M4
35105,Winter,Chem 100,T3
35105,Spring,English 111,M1
35105,Fall,Law 220,T2
35105,Spring,Math 142,T2
35105,Spring,Portuguese 132,T4
35105,Fall,BehSci 110,T3
35105,Winter,CompSci 110,M1
35105,Spring,History 100,M2
35105,Fall,Math 141,M1
35105,Fall,Portuguese 131,M2
35105,Fall,PhyEd 714F,M4
35105,Winter,PhyEd 714W,M4
35105,Spring,PhyEd 714S,M4
35105,Fall,PhyEd 715F,T1
35105,Winter,PhyEd 715W,T1
35105,Spring,PhyEd 715S,T1
34225,Fall,English 211,T4
34225,Fall,AeroEngr 210,M3
34225,Spring,AeroEngr 241,T2
34225,Spring,AeroEngr 495,M3
34225,Winter,CompSci 206,M3
34225,Fall,MSS 251,T1
34225,Winter,Biology 215,T1
34225,Spring,EngrMech 220,T4
34225,Spring,Math 245,M2
34225,Winter,Physics 215,T3
34225,Fall,PolSci 211,T3
34225,Fall,PhyEd 700F,M4
34225,Spring,PhyEd 700S,T1
35106,Spring,Chem 100,M3
35106,Winter,Econ 201,M2
35106,Fall,Math 142,T2
35106,Fall,Physics 110,M1
35106,Winter,Spanish 132,M1
35106,Spring,CompSci 110,M1
35106,Fall,English 111,M3
35106,Winter,History 100,T3
35106,Spring,Math 141,M2
35106,Winter,Spanish 131,T2
35106,Fall,PhyEd 714F,M4
35106,Winter,PhyEd 714W,M4
35106,Spring,PhyEd 714S,M4
35106,Fall,PhyEd 718F,T4
35106,Winter,PhyEd 718W,T4
35106,Spring,PhyEd 718S,T4
32146,Winter,AeroEngr 315,M3
32146,Fall,AstroEngr 310,M2
32146,Spring,Econ 356,T3
32146,Spring,Econ 365,M2
32146,Winter,Econ 440,T1
32146,Spring,Biology 215,M3
32146,Fall,ECE 315,T2
32146,Fall,Econ 333,M1
32146,Winter,Econ 355,T3
32146,Spring,History 300,T1
32146,Fall,Math 356,T1
32146,Winter,OpsRsch 310,T2
32146,Fall,PhyEd 700F,T4
32146,Winter,PhyEd 700W,T4
32660,Winter,Biology 215,M1
32660,Spring,ECE 315,M1
32660,Winter,Mgt 337,T2
32660,Spring,Mgt 342,M3
32660,Spring,Mgt 375,T3
32660,Spring,OpsRsch 310,T2
32660,Fall,AeroEngr 315,T1
32660,Fall,Mgt 303,M1
32660,Fall,Mgt 341,M2
32660,Winter,Mgt 345,T1
32660,Fall,Physics 215,T3
32660,Fall,PhyEd 714F,M4
32660,Winter,PhyEd 714W,M4
32660,Spring,PhyEd 714S,M4
32660,Fall,PhyEd 718F,T4
32660,Winter,PhyEd 718W,T4
32660,Spring,PhyEd 718S,T4
32847,Fall,Biology 215,T3
32847,Winter,ECE 315,M3
32847,Winter,Mgt 337,M1
32847,Spring,Mgt 342,M3
32847,Spring,Mgt 375,M1
32847,Spring,AeroEngr 315,M2
32847,Fall,Mgt 303,M1
32847,Fall,Mgt 341,M2
32847,Winter,Mgt 345,T3
32847,Winter,Mgt 382,T1
32847,Fall,PhyEd 714F,M4
32847,Winter,PhyEd 714W,M4
32847,Spring,PhyEd 714S,M4
32847,Fall,PhyEd 718F,T4
32847,Winter,PhyEd 718W,T4
32847,Spring,PhyEd 718S,T4
35107,Fall,Arabic 132,M1
35107,Spring,CompSci 110,M3
35107,Winter,ECE 210,M2
35107,Spring,Math 245,M4
35107,Winter,Physics 110,T1
35107,Spring,PolSci 211,M1
35107,Spring,Arabic 131,M2
35107,Winter,BehSci 110,M1
35107,Fall,Chem 100,T3
35107,Fall,History 100,T2
35107,Fall,Math 152,M2
35107,Winter,PhyEd 700W,T3
35107,Spring,PhyEd 700S,T3
33933,Fall,English 211,M3
33933,Winter,Biology 330,T1
33933,Fall,Biology 332,T2
33933,Spring,Chem 230,M3
33933,Winter,Philos 310,M3
33933,Spring,PolSci 211,T3
33933,Winter,Biology 215,T3
33933,Fall,Chem 200,T1
33933,Spring,Econ 201,M1
33933,Fall,EngrMech 220,M2
33933,Winter,Law 220,M2
33933,Fall,PhyEd 700F,T3
33933,Spring,PhyEd 700S,T2
32440,Spring,AeroEngr 241,T1
32440,Winter,AeroEngr 352,T4
32440,Winter,AstroEngr 310,M2
32440,Winter,SysEngr 301,T3
32440,Spring,SysEngr 336,M2
32440,Winter,AeroEngr 351,M1
32440,Spring,CompSci 211,M1
32440,Fall,Math 356,M3
32440,Fall,Philos 310,T1
32440,Fall,SysEngr 311,M2
32440,Fall,PhyEd 700F,M4
32440,Winter,PhyEd 700W,M3
33934,Fall,AstroEngr 310,T3
33934,Winter,Chem 200,M3
33934,Winter,EngrMech 320,T2
33934,Spring,MSS 251,M3
33934,Spring,PolSci 211,T2
33934,Fall,ECE 315,M4
33934,Fall,English 211,T4
33934,Winter,EngrMech 220,T3
33934,Spring,Math 245,T3
33934,Winter,Philos 310,T4
33934,Fall,Space 350,M1
33934,Winter,PhyEd 700W,T1
33934,Spring,PhyEd 700S,M1
32848,Winter,AeroEngr 315,M3
32848,Fall,ECE 315,M2
32848,Winter,Mgt 337,M1
32848,Spring,Mgt 342,M1
32848,Spring,Mgt 361,M3
32848,Spring,Mgt 375,T1
32848,Fall,Mgt 303,M1
32848,Fall,Mgt 341,M3
32848,Winter,Mgt 345,T3
32848,Winter,Mgt 382,M2
32848,Winter,OpsRsch 310,T2
32848,Fall,PhyEd 700F,M4
32848,Spring,PhyEd 700S,T4
32661,Spring,Biology 215,T1
32661,Winter,ECE 315,M3
32661,Winter,Mgt 337,T4
32661,Spring,Mgt 342,T4
32661,Spring,Mgt 375,M1
32661,Fall,AeroEngr 315,T3
32661,Fall,Mgt 303,T1
32661,Fall,Mgt 341,T2
32661,Winter,Mgt 345,T1
32661,Winter,Mgt 382,M1
32661,Fall,Philos 310,T4
32661,Fall,PhyEd 700F,M2
32661,Winter,PhyEd 700W,M4
35109,Fall,BehSci 110,T4
35109,Spring,Econ 201,M1
35109,Winter,English 111,M4
35109,Winter,Japanese 222,T3
35109,Winter,Math 243,M1
35109,Fall,Physics 215,M3
35109,Spring,Chem 100,M3
35109,Winter,CompSci 110,M3
35109,Fall,History 100,T1
35109,Spring,Japanese 221,T3
35109,Fall,Math 152,M2
35109,Winter,PhyEd 700W,M2
35109,Spring,PhyEd 700S,T4
35110,Spring,Chem 100,M3
35110,Fall,Econ 201,T1
35110,Winter,German 132,T1
35110,Winter,Math 142,M2
35110,Winter,MSS 251,T3
35110,Winter,CompSci 110,M1
35110,Fall,English 111,M1
35110,Fall,German 131,T3
35110,Fall,History 100,M4
35110,Spring,Math 141,T3
35110,Fall,PhyEd 700F,T4
35110,Spring,PhyEd 700S,M2
35382,Fall,Chem 100,M3
35382,Winter,English 111,T4
